Robot_Position X	Robot_Position Y	weight
600	396	0.000000
607	397	0.293055
604	387	0.279324
604	382	0.049457
604	385	0.262485
604	385	0.257701
604	383	0.268052
604	385	0.268052
604	384	0.268052
604	384	0.268052
604	384	0.268052
604	384	0.268760
604	384	0.275621
604	384	0.048266
604	382	0.048266
604	384	0.040076
604	383	0.040076
604	383	0.040076
604	384	0.046104
604	384	0.046409
604	384	0.042350
604	384	0.050758
604	384	0.046344
604	384	0.051905
604	384	0.278722
604	384	0.280293
604	384	0.269115
604	384	0.286722
604	384	0.259379
604	384	0.290977
604	384	0.278089
604	384	0.041153
604	384	0.052883
604	384	0.273928
604	384	0.270100
604	382	0.048136
604	384	0.296738
604	381	0.282404
604	381	0.282404
604	381	0.282404
604	381	0.282404
604	381	0.282404
604	381	0.282404
604	381	0.282404
604	381	0.282404
605	383	0.255478
604	381	0.268074
604	381	0.268074
604	381	0.268074
604	381	0.268074
604	382	0.268074
604	381	0.268074
604	382	0.268074
604	381	0.268074
604	381	0.268074
604	381	0.265155
604	381	0.269409
604	381	0.275282
604	380	0.263805
604	381	0.265449
604	381	0.265449
604	381	0.265449
604	381	0.265449
604	381	0.265449
604	381	0.257105
604	381	0.275190
604	381	0.275190
604	381	0.275190
604	381	0.275190
604	381	0.263873
604	381	0.252902
601	384	0.047832
603	381	0.260650
602	383	0.275091
604	381	0.258643
602	383	0.274123
602	383	0.263401
602	383	0.273080
602	383	0.275041
602	383	0.264900
602	383	0.263938
602	383	0.272986
602	383	0.274849
604	384	0.284598
605	383	0.043748
605	383	0.283501
605	383	0.276243
604	385	0.050997
604	382	0.050997
604	384	0.050997
604	383	0.050997
604	383	0.050997
604	382	0.050997
605	383	0.050075
605	384	0.046033
605	384	0.054865
604	381	0.261437
604	381	0.267731
605	384	0.051797
605	384	0.051797
605	384	0.280815
605	384	0.270809
605	384	0.047425
605	384	0.051297
604	382	0.284197
604	384	0.276269
604	383	0.276269
604	382	0.276269
604	383	0.276269
604	383	0.276269
604	383	0.276269
604	382	0.276269
604	383	0.276269
604	383	0.276269
604	383	0.276269
604	382	0.276269
604	384	0.252866
604	385	0.267741
604	383	0.267741
604	384	0.267741
604	384	0.267451
604	384	0.047418
604	384	0.259865
604	384	0.265568
604	384	0.262492
604	384	0.270051
602	384	0.269619
604	384	0.047835
604	384	0.293365
604	384	0.293365
604	383	0.293365
604	383	0.293365
604	384	0.293365
604	384	0.293365
604	384	0.293365
604	383	0.293365
604	383	0.293365
604	384	0.293365
604	384	0.293365
602	386	0.048311
604	384	0.046147
604	384	nan
604	384	0.275799
602	388	0.046212
604	385	0.266388
604	385	0.266388
604	385	0.266388
604	384	0.266388
605	383	0.266943
605	382	0.273373
605	383	0.251705
605	382	0.268997
605	382	0.268997
605	383	0.044108
605	383	0.277627
605	383	0.052660
605	383	0.269318
605	383	0.276948
605	383	0.268241
605	383	0.270070
604	385	0.047954
605	383	0.247291
605	383	0.052107
605	383	0.287667
605	383	0.270395
605	383	0.281427
605	383	0.283591
605	383	0.264963
605	383	0.285028
605	383	0.256420
605	383	0.265218
605	383	0.050821
605	383	0.245957
604	380	0.267935
604	380	0.263079
604	385	0.293525
604	383	0.293525
604	384	0.293525
604	385	0.293525
