Robot_Position X	Robot_Position Y	weight
730	227	0.106941
744	238	0.119340
744	237	0.105111
752	206	0.135324
753	202	0.106424
750	198	0.118003
755	195	0.130340
756	194	0.126665
759	194	0.126038
765	195	0.121532
769	194	0.014070
770	194	0.128355
767	182	0.116909
770	191	0.115924
773	191	0.135563
777	191	0.108533
779	190	0.027992
778	191	0.133096
773	191	0.098745
768	191	0.108860
770	194	0.139031
769	193	0.131474
770	189	0.114651
774	189	0.119311
774	189	0.114730
776	189	0.100086
762	174	0.096399
763	176	0.138963
765	175	0.051937
762	167	0.069917
762	166	0.078130
761	170	0.091896
755	165	0.071375
754	164	0.056332
753	159	0.950000
753	159	0.114145
758	150	0.101180
754	171	0.131962
759	181	0.141265
754	180	0.130677
755	180	0.137094
754	180	0.137094
752	183	0.157308
752	183	0.157308
753	183	0.137453
753	184	0.129988
752	183	0.125934
752	183	0.125934
752	183	0.145526
751	185	0.177436
750	186	0.133126
754	180	0.128092
754	180	0.142369
755	180	0.136888
754	180	0.136888
752	180	0.136888
752	180	0.122545
752	180	0.138508
752	180	0.124295
753	183	0.126285
752	181	0.135665
753	183	0.135682
753	183	0.151964
757	183	0.127513
755	180	0.138934
753	183	0.134163
753	183	0.134163
753	183	0.134163
753	183	0.144426
753	183	0.144426
753	183	0.135243
753	183	0.150982
752	185	0.151674
752	184	0.117919
752	180	0.137941
752	184	0.131163
752	180	0.124456
752	184	0.158521
752	184	0.141874
752	184	0.141874
752	184	0.141485
752	184	0.141485
752	184	0.135270
751	183	0.135246
752	184	0.149098
752	184	0.131754
748	184	0.128540
748	184	0.146579
748	184	0.146579
748	184	0.143880
748	184	0.129138
748	184	0.129138
748	184	0.141263
748	184	0.133543
748	184	0.133543
747	185	0.136496
751	185	0.136498
751	185	0.140557
753	185	0.146469
753	185	0.148376
753	185	0.120770
753	185	0.137494
753	185	0.137494
753	185	0.122027
753	185	0.110531
753	185	0.147942
