Robot_Position X	Robot_Position Y	weight
650	280	0.000000
649	285	0.266943
652	277	0.263180
651	277	0.268063
651	277	0.247374
651	277	0.278562
651	277	0.260059
651	277	0.260059
651	277	0.260059
651	277	0.262336
651	277	0.262336
651	277	0.262336
651	277	0.244223
651	277	0.244223
651	277	0.244223
651	277	0.261885
651	277	0.261885
651	277	0.261885
654	276	0.248646
651	277	0.248777
651	277	0.060433
651	277	0.060433
651	277	0.060433
651	277	0.279734
651	277	0.279734
651	277	0.057126
651	277	0.057126
651	277	0.057126
651	277	0.262054
651	277	0.262054
651	277	0.262054
651	277	0.243511
651	277	0.243511
651	277	0.262398
651	277	0.262398
651	277	0.262398
651	277	0.266330
651	277	0.266330
650	278	0.268027
649	280	0.264245
651	277	0.266015
651	277	0.059129
651	277	0.059129
651	277	0.253653
651	277	0.253653
651	277	0.253653
651	277	0.063548
651	277	0.063548
651	277	0.268003
651	277	0.268003
651	277	0.268003
651	277	0.261452
651	277	0.261452
651	277	0.261452
651	277	0.246175
651	277	0.246175
651	277	0.256234
649	277	0.258957
649	277	0.258957
647	278	0.265275
647	278	0.265275
647	278	0.265275
647	278	0.249342
647	278	0.249342
647	278	0.258432
647	278	0.258432
647	278	0.258432
647	278	0.262353
647	278	0.262353
647	278	0.261298
647	278	0.261298
647	278	0.261298
647	278	0.249818
647	278	0.249818
647	278	0.257650
647	278	0.257650
647	280	0.258135
647	280	0.245734
647	278	0.249755
647	278	0.249755
647	278	0.257908
647	278	0.257908
647	278	0.253715
647	278	0.253715
647	278	0.253715
647	278	0.235524
647	278	0.235524
647	278	0.263085
647	278	0.263085
647	278	0.263085
647	278	0.248057
647	278	0.248057
647	278	0.248057
647	278	0.255756
647	278	0.255756
647	278	0.255756
647	279	0.267191
647	279	0.267191
647	282	0.267231
647	282	0.243807
647	282	0.243807
647	282	0.253411
647	282	0.253411
647	282	0.253411
647	282	0.266611
647	282	0.266611
647	282	0.266611
647	282	0.253506
647	282	0.253506
647	282	0.253506
647	282	0.254319
647	282	0.254319
647	282	0.257024
647	282	0.257024
647	282	0.257024
647	282	0.268215
647	282	0.268215
647	282	0.268215
647	282	0.253615
647	279	0.253569
647	281	0.253569
647	280	0.253569
647	278	0.249803
647	278	0.245656
647	278	0.245656
647	278	0.245656
647	278	0.255557
647	278	0.255557
647	278	0.255557
647	278	0.253442
647	278	0.253442
647	278	0.238040
647	278	0.238040
647	278	0.238040
647	278	0.249061
647	278	0.249061
647	278	0.249061
647	277	0.257562
648	277	0.257515
647	277	0.257562
647	277	0.225161
647	277	0.225161
647	277	0.245183
647	277	0.245183
647	277	0.245183
647	277	0.261448
647	277	0.261448
647	277	0.261448
647	277	0.247127
647	277	0.247127
647	277	0.055993
647	277	0.055993
647	277	0.055993
647	277	0.267865
647	277	0.267865
647	277	0.267865
647	277	0.253255
647	279	0.254098
647	277	0.253255
647	277	0.265030
647	277	0.265030
647	277	0.258776
647	277	0.258776
647	277	0.258776
647	277	0.059851
647	277	0.059851
647	277	0.256430
647	277	0.256430
647	277	0.256430
647	277	0.256430
647	277	0.264453
647	277	0.264453
647	277	0.264453
647	277	0.239246
647	277	0.239246
647	277	0.219154
647	277	0.219154
647	277	0.219154
647	277	0.251532
647	277	0.251532
647	277	0.261029
651	277	0.263488
651	277	0.256446
651	277	0.256446
651	277	0.253919
651	277	0.253919
651	277	0.253919
651	277	0.243505
651	277	0.243505
651	277	0.243505
651	277	0.237023
651	277	0.237023
651	277	0.237023
651	277	0.070053
651	277	0.070053
649	278	0.071707
651	277	0.243067
651	277	0.243067
651	277	0.243067
651	277	0.253606
651	277	0.253606
651	277	0.253606
651	277	0.247465
651	277	0.247465
651	277	0.256047
651	277	0.256047
651	277	0.256047
651	277	0.241399
651	277	0.241399
651	277	0.241399
651	277	0.263528
651	277	0.263528
651	277	0.251439
651	277	0.251439
651	277	0.251439
651	277	0.252321
654	277	0.252237
649	279	0.250636
651	277	0.066130
651	277	0.066130
651	277	0.239645
651	277	0.239645
651	277	0.239645
651	277	0.253309
651	277	0.253309
651	277	0.253309
651	277	0.249017
651	277	0.249017
651	277	0.266097
651	277	0.266097
651	277	0.266097
651	277	0.267534
651	277	0.267534
651	277	0.267534
651	278	0.269683
651	277	0.252612
651	277	0.252612
651	277	0.252612
651	277	0.254598
651	277	0.254598
651	277	0.256277
651	277	0.256277
651	277	0.256277
651	277	0.273424
651	277	0.273424
651	277	0.249534
651	277	0.249534
651	277	0.249534
651	277	0.249534
651	277	0.261317
651	277	0.261317
651	277	0.261317
651	277	0.251103
651	277	0.251103
651	277	0.251103
653	277	0.248078
653	277	0.248078
653	277	0.262966
653	277	0.262966
653	277	0.260138
653	277	0.260138
653	277	0.260138
653	277	0.244937
653	277	0.244937
653	277	0.244937
653	277	0.239416
653	277	0.239416
653	277	0.239416
653	277	0.244830
653	277	0.244830
653	277	0.249280
653	277	0.249280
653	277	0.249280
653	277	0.252558
653	277	0.252558
653	277	0.257846
653	277	0.257846
653	277	0.257846
653	277	0.257994
653	277	0.257994
653	277	0.263094
653	277	0.263094
653	277	0.245921
653	277	0.245921
653	277	0.245921
653	277	0.252115
653	277	0.252115
653	277	0.252115
653	277	0.245627
653	277	0.245627
653	277	0.245627
