X_dis	Y_dis	Dis
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
751,214,780,-1,-1,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
0,0,0,863,161,0
13,15,19,850,176,0.895664
17,17,24,846,178,0.821113
23,15,27,840,176,0.815585
43,26,50,820,187,0.933804
49,28,56,814,189,0.99996
64,35,72,799,196,0.972953
72,54,90,791,215,0.972953
76,62,98,787,223,0.972953
80,71,106,783,232,0.972953
88,88,124,775,249,0.972953
91,94,130,772,255,0.972953
95,99,137,768,260,0.972953
99,106,145,764,267,0.972953
103,101,144,760,262,0.823967
113,113,159,750,274,0.823967
118,118,166,745,279,0.823967
121,121,171,742,282,0.823967
124,124,175,739,285,0.804699
127,127,179,736,288,0.804699
127,127,179,736,288,0.699265
133,134,188,730,295,0.785257
145,139,200,718,300,0.699412
151,141,206,712,302,0.689268
162,149,220,701,310,0.822757
170,159,232,693,320,0.847555
173,158,234,690,319,0.837769
182,161,242,681,322,0.730746
189,164,250,674,325,0.704663
201,177,267,662,338,0.735778
205,180,272,658,341,0.781495
213,183,280,650,344,0.688533
215,186,284,648,347,0.751039
218,192,290,645,353,0.731207
222,193,294,641,354,0.71007
226,204,304,637,365,0.816643
220,204,300,643,365,0.922568
226,215,311,637,376,0.945787
226,217,313,637,378,0.945787
225,218,313,638,379,0.945787
224,219,313,639,380,0.945787
223,220,313,640,381,0.945787
