Robot_Position X	Robot_Position Y	weight
739	250	0.156250
739	237	0.143278
733	236	0.118197
729	237	0.141507
729	236	0.111272
739	236	0.135279
739	236	0.155836
739	236	0.139174
739	236	0.119993
739	236	0.119993
739	236	0.126820
739	236	0.126820
739	236	0.144133
739	236	0.144133
739	236	0.144133
739	236	0.131254
739	236	0.131254
739	236	0.129232
739	236	0.129232
739	236	0.144603
739	236	0.144603
739	235	0.152656
739	235	0.152656
739	236	0.127777
739	236	0.127777
739	236	0.122152
739	236	0.122152
739	236	0.122152
739	236	0.111117
739	236	0.111117
739	236	0.155853
739	236	0.141840
739	236	0.141818
739	236	0.108844
739	236	0.108844
739	236	0.132836
739	236	0.132836
739	236	0.138568
739	236	0.138568
739	236	0.137589
739	236	0.137589
739	236	0.121251
738	238	0.134415
738	236	0.160263
740	240	0.164495
740	240	0.140566
740	240	0.163235
740	240	0.127534
740	240	0.142000
740	240	0.142000
740	240	0.132653
740	240	0.132653
740	240	0.120966
740	240	0.134975
740	240	0.113651
740	240	0.113651
740	240	0.124022
740	240	0.159375
740	240	0.119468
740	240	0.136247
740	240	0.136247
740	240	0.131366
740	240	0.148158
740	240	0.122292
740	240	0.148265
740	240	0.121345
740	240	0.121345
740	240	0.146967
740	240	0.163528
740	240	0.137695
740	240	0.130474
740	240	0.133028
740	240	0.127872
740	240	0.127872
740	240	0.129634
740	240	0.137732
740	240	0.137732
741	238	0.140882
740	240	0.135342
740	240	0.135342
740	239	0.135342
739	237	0.120305
739	236	0.118028
739	236	0.113606
739	236	0.103027
739	236	0.111268
739	236	0.127094
739	236	0.137808
739	236	0.143461
739	236	0.143461
739	236	0.103803
737	239	0.143047
736	237	0.119104
741	232	0.123914
739	236	0.110463
741	235	0.144132
741	235	0.144132
741	236	0.144132
741	237	0.118463
741	237	0.134370
741	237	0.134370
741	237	0.130752
741	237	0.126882
741	237	0.126882
741	237	0.129589
741	237	0.136397
741	237	0.136397
741	237	0.135919
741	237	0.117255
742	236	0.128408
741	237	0.110428
741	234	0.105179
741	235	0.103095
741	235	0.107578
741	235	0.140858
742	241	0.122787
742	241	0.141848
742	241	0.141848
742	241	0.112259
742	241	0.133734
742	241	0.133734
742	241	0.130028
742	241	0.124052
742	241	0.128706
742	241	0.112262
742	241	0.112262
742	241	0.096343
741	241	0.125147
741	241	0.122159
742	241	0.087681
742	241	0.150757
741	242	0.136984
741	242	0.118962
741	242	0.123080
741	242	0.123080
741	242	0.131805
741	242	0.143634
741	242	0.144824
741	242	0.144824
741	242	0.147476
741	242	0.147476
741	242	0.129319
741	242	0.147963
741	242	0.157961
741	242	0.157961
739	243	0.234245
739	243	0.225036
739	243	0.239186
739	243	0.125793
739	243	0.141255
739	243	0.242198
739	243	0.224115
739	243	0.194992
739	243	0.193580
739	243	0.200917
739	243	0.139151
739	243	0.139151
739	243	0.143835
739	240	0.206054
739	240	0.232001
739	240	0.136197
739	240	0.107813
739	240	0.113387
739	240	0.113387
739	240	0.220624
739	240	0.134330
739	240	0.134330
739	240	0.144132
739	240	0.144132
739	240	0.117334
739	240	0.117334
739	240	0.117872
739	240	0.117872
739	240	0.114627
739	240	0.143059
739	240	0.143059
739	240	0.142625
739	240	0.142625
739	240	0.130496
739	240	0.130496
739	240	0.125036
739	240	0.125036
739	240	0.148087
739	240	0.148087
739	240	0.141582
739	240	0.145313
739	240	0.145313
739	240	0.136818
739	240	0.138940
739	240	0.103889
739	240	0.103889
739	240	0.151463
739	240	0.151463
739	240	0.133165
739	240	0.133165
739	240	0.135926
739	240	0.135926
740	237	0.148848
739	236	0.148855
739	236	0.139647
739	241	0.169032
739	236	0.169032
739	236	0.131360
739	237	0.131360
739	241	0.135423
739	237	0.135423
739	236	0.134757
739	236	0.148770
739	236	0.151387
739	236	0.148878
739	236	0.148878
739	236	0.135761
739	236	0.135761
739	236	0.158902
739	236	0.130610
739	236	0.139642
739	236	0.139642
739	234	0.143497
739	234	0.138506
739	235	0.140119
739	234	0.142430
739	234	0.149220
739	234	0.145997
739	234	0.145997
739	234	0.135184
739	234	0.135184
739	234	0.112464
739	234	0.112464
739	234	0.112464
739	234	0.127213
739	234	0.127213
739	234	0.127092
739	234	0.127092
739	234	0.123708
739	234	0.128555
739	234	0.128555
739	234	0.140510
739	234	0.140510
739	237	0.133289
739	237	0.133289
739	238	0.136194
739	234	0.136194
739	234	0.128572
739	234	0.128572
739	234	0.121405
739	234	0.121405
739	234	0.133966
739	234	0.133966
739	234	0.126791
739	234	0.126791
739	234	0.122426
739	234	0.122426
739	234	0.119941
739	234	0.119941
739	234	0.130942
739	234	0.130942
739	234	0.116040
739	234	0.116040
739	234	0.138331
739	234	0.138331
739	235	0.155882
739	234	0.155882
739	235	0.155882
739	234	0.121488
739	234	0.121488
739	234	0.121488
739	235	0.121488
739	237	0.121488
739	237	0.121488
739	234	0.121488
739	237	0.121488
739	238	0.123611
739	238	0.132233
739	238	0.132233
739	238	0.147872
739	238	0.133133
739	238	0.130816
739	238	0.109675
739	238	0.109675
739	238	0.122223
740	236	0.125446
738	235	0.118046
739	238	0.121499
739	238	0.112320
739	234	0.112320
739	234	0.124257
739	234	0.124257
739	234	0.148552
739	234	0.148552
739	234	0.094785
739	234	0.100371
739	234	0.100371
739	234	0.111022
739	234	0.111022
739	234	0.137085
739	234	0.137085
739	234	0.139164
739	234	0.139164
739	234	0.144623
739	234	0.144623
739	234	0.126428
739	233	0.134159
739	234	0.131760
739	232	0.131760
739	234	0.116548
739	234	0.151805
739	234	0.151805
739	234	0.117183
739	234	0.117183
739	234	0.140123
739	234	0.140123
739	234	0.173316
739	234	0.127934
739	234	0.127934
739	234	0.134535
739	234	0.134535
739	234	0.112395
739	234	0.115505
739	234	0.110915
739	234	0.107954
739	234	0.107954
