Robot_Position X	Robot_Position Y	weight
725	554	0.150464
739	552	0.176072
739	552	0.182843
739	550	0.168964
739	553	0.168964
739	555	0.148621
739	555	0.183488
739	555	0.183488
739	555	0.175141
739	555	0.175141
739	555	0.168646
739	555	0.168646
739	555	0.176494
739	555	0.176494
739	555	0.176494
739	555	0.156757
739	555	0.156757
739	555	0.163002
739	555	0.163002
739	555	0.192522
739	555	0.192522
739	555	0.156322
739	555	0.156322
739	555	0.156322
739	555	0.161279
739	555	0.161279
739	555	0.169845
739	555	0.169845
739	555	0.169845
739	555	0.171169
739	555	0.171169
739	555	0.170694
739	555	0.170694
739	555	0.158418
739	555	0.160532
739	555	0.160532
739	555	0.166713
739	553	0.166801
739	553	0.166169
739	552	0.166169
739	554	0.166169
739	555	0.166058
739	555	0.166058
739	555	0.136364
739	555	0.136364
739	555	0.151478
739	555	0.151478
739	555	0.171247
739	555	0.171247
739	555	0.181250
739	555	0.181250
739	555	0.159574
739	555	0.159574
739	555	0.158592
739	555	0.158592
739	555	0.143782
739	555	0.143782
739	557	0.165085
739	559	0.166540
739	559	0.166540
739	560	0.179203
739	560	0.177491
739	560	0.135264
739	560	0.140216
739	560	0.140216
739	560	0.198076
739	560	0.160624
739	560	0.183172
739	560	0.183172
739	560	0.141951
739	560	0.141951
739	560	0.154222
739	560	0.169706
739	560	0.169706
739	560	0.140729
739	560	0.189904
739	560	0.147364
739	560	0.176537
739	560	0.166382
739	560	0.166382
739	560	0.199004
739	560	0.144674
739	560	0.154366
739	560	0.154366
739	560	0.170794
739	560	0.151831
739	560	0.171780
739	560	0.172511
739	560	0.182981
739	557	0.155556
739	560	0.139684
739	560	0.144674
739	560	0.144674
739	552	0.136317
739	552	0.146930
739	552	0.154783
734	562	0.170635
734	562	0.161022
734	562	0.137682
734	562	0.137682
734	562	0.144792
734	562	0.144792
734	562	0.136303
734	562	0.146185
732	562	0.156239
732	562	0.165581
729	564	0.165581
729	566	0.181524
729	566	0.153936
729	566	0.162906
729	566	0.162906
729	566	0.164884
729	566	0.164884
729	566	0.149051
729	566	0.144533
729	566	0.144533
729	566	0.144104
729	566	0.144104
729	566	0.087931
729	566	0.155373
729	566	0.155373
729	566	0.151251
729	566	0.154082
730	565	0.159146
729	566	0.158816
730	568	0.169507
729	566	0.166669
729	566	0.149038
729	566	0.137974
729	566	0.137974
729	566	0.144943
729	566	0.179311
729	566	0.179311
729	566	0.148128
729	566	0.148128
729	566	0.153139
729	566	0.168463
729	566	0.168463
727	568	0.151934
730	569	0.164454
729	570	0.166078
729	570	0.147592
729	570	0.171140
727	568	0.171206
727	568	0.161415
727	568	0.169930
727	568	0.169930
727	568	0.152056
727	568	0.152056
727	568	0.169860
727	568	0.169860
727	568	0.154951
727	568	0.145780
727	568	0.145780
727	568	0.160301
727	568	0.182785
727	568	0.182785
729	568	0.171992
729	570	0.173918
728	573	0.173954
728	573	0.149868
728	573	0.175851
728	573	0.175851
728	573	0.174813
728	573	0.174813
728	573	0.100644
728	573	0.100644
728	573	0.163639
728	573	0.155235
728	573	0.155235
728	573	0.160907
728	573	0.160907
728	573	0.182295
728	573	0.164720
728	573	0.164720
728	573	0.163200
726	570	0.149205
729	570	0.145469
728	573	0.151749
728	573	0.079947
729	566	0.128404
729	566	0.140832
725	576	0.155034
725	576	0.158604
725	576	0.153753
725	576	0.172499
725	576	0.172499
725	576	0.161736
725	576	0.152044
725	576	0.149088
725	576	0.157565
725	576	0.157565
727	575	0.142499
727	575	0.146618
728	573	0.153852
725	576	0.142703
727	575	0.142703
730	577	0.145581
730	568	0.141551
739	552	0.132885
739	552	0.123564
739	555	0.134753
734	562	0.139735
730	568	0.147902
730	568	0.164070
730	568	0.171213
